Company Name,Website,City,State,Country,Description,Categories,LinkedIn,Facebook,Twitter,Booth
Mazzella Companies,http://www.mazzellacompanies.com,Cleveland,OH,United States,"Mazzella  provides overhead lifting solutions.  Mazzella Companies provides ideal lifting solutions, offering all styles of slings, overhead cranes, hoists & engineered lifting devices. We also provide in-field inspection & repair services that support our products. In addition, Mazzella Crane Service has significant experience with modernization projects such as AC/DC controls, radio controls, & variable frequency drives. Training – whether your operators require a specific training course for OSHA compliance for cranes, slings, hoists & rigging hardware, or if your company requires a complete site assessment, we can assist you in creating a safe and reliable work place. Since our founding in 1954, the Mazzella brand has been uncompromising.  Our purpose is to instill confidence & comfort in every customer interaction. What does that mean? It means that we provide reliable products and services, a highly responsive, knowledgeable team to support our offerings. Brands: Progressive Crane, Crosby, Bridon, CM, Harrington, Coffing, Slingmax, Jergens, Peerless, McKissick, Gunnebo Johnson, J.C. Renfroe, WireRope Works, WireCo, Cortland, Samson, Ultra-Safe, Miller Fall Protection, FHS If you have questions about Exhibiting or Sponsoring AISTech please contact sales@aist.org Copyright , a2z, Inc. All rights reserved.","Material Handling, Safety & Health",https://www.linkedin.com/company/mazzella-companies,https://www.facebook.com/MazzellaCompanies/,https://twitter.com/mazzellaco,1227
McKees Rocks Forgings,http://www.mckeesrocksforgings.com,McKees Rocks,PA,United States,"We produce a wide range of high-quality, forged circular products for use in the industrial market, including Crane Wheels, Industrial Wheels, Sheave Wheels, Gear Blanks, Rollers, and other circular forgings. We make investments in technology and equipment to constantly improve quality and drive down production costs. We are able to produce almost any closed-die circular forging and crane wheel to your blueprint specifications. We make forgings from 10 to 52 inches in diameter and in weights up to 6,000 lbs. in almost any steel grade. When you require the strength and reliability that only a forging can provide, our forging, heat treating and machining facilities will provide a high-quality product at a competitive price. Stop by our booth to speak to one of our Sales representatives. If you have questions about Exhibiting or Sponsoring AISTech please contact sales@aist.org Copyright , a2z, Inc. All rights reserved.","Specialy Alloy & Foundry, Hot Sheet Rolling, Cold Sheet Rolling, Galvanizing, Plate Rolling, Long Products, Metallurgy - Processing, Product & Applications, Maintenance & Reliability, Lubrication & Hydraulics",https://www.linkedin.com/company/mazzella-companies,,,1758
Melter,http://www.melter.com.mx/en/,Apodaca,Nuevo Leon,Mexico,"EAF | BOF | LMF | Ducts | Casters | Buckets | Ladles | Cars  Melter provides advanced technology solutions for global and local customers utilizing multiple engineering and manufacturing disciplines in order to supply custom made equipment for the steel, chemical, petrochemical, oil, mining and energy industries, including renewables. Our highly integrated production, experience in the handling of heavy machinery, certified processes and the organizational dynamics that characterizes us allow Melter to offer solutions that comply with the highest quality standards as well as with the lead times required by the market. We are inspired to be a world-class company in our relationship with our surrounding: employees, customers, suppliers and the rest of society that support us. If you have questions about Exhibiting or Sponsoring AISTech please contact sales@aist.org Copyright , a2z, Inc. All rights reserved.","Continuous Casting, Cranes, DRI, Electric Steelmaking, Energy & Utilities, Environmental, Galvanizing, Ironmaking, Ladle & Secondary Refining, Maintenance & Reliability, Material Handling, Metallurgy - Processing, Product & Applications, Metallurgy - Steelmaking & Casting, Oxygen Steelmaking, Plate Rolling, Project & Construction Management, Refractory Systems, Specialy Alloy & Foundry",https://www.linkedin.com/company/melter-s-a-de-c-v-,,,1809
MERMEC Inc.,http://www.mermecgroup.com,Columbia,SC,United States,"MERMEC  (form. TECNOGAMMA)
Working Efficiency  MERMEC  (formerly TECNOGAMMA) - Steel & Industrial Solutions Working Efficiency In the Steel Industry the application of optoelectronic measuring systems has greatly improved and led to a new generation of reliable machines. Nowadays, rolling mills and forges can take advantage of dimensional controls by implementing non-contact and completely automated measurement systems. MERMEC's Steel & Industrial Business Unit  offers a complete range of measuring solutions for steel industry applications: hot and cold inspection systems for the comprehensive dimensional measurement of hot rolled long products with complex profiles, seamless rolled rings and monoblock wheels, and open die forgings such as forged bars and large forgings.  If you have questions about Exhibiting or Sponsoring AISTech please contact sales@aist.org Copyright , a2z, Inc. All rights reserved.","Cold Sheet Rolling, Computer Applications, Electrical Applications, Long Products, Maintenance & Reliability, Metallurgy - Processing, Product & Applications, Metallurgy - Steelmaking & Casting, Plate Rolling",https://www.linkedin.com/company/mermec-inc/mycompany/,,,1541
MICRO-EPSILON America,http://www.micro-epsilon.com,Raleigh,NC,United States,"More precision by MICRO-EPSILON  Laser gages supplied by Micro-Epsilon are well known for precision in measuring thickness, thickness profile and width in production control or quality assurance. The gages are mechanically designed as C- or as O-frame and provide highest precision and reliability even in harsh environment. The range of application extends to hot and cold rolling mills, as well as processing lines like coating or slitting lines. Due to the unique measurement technology with a discrete laserline all types of metal like aluminum, steel or copper, can be measured with highest precision, independent of their alloy and surface quality. If you have questions about Exhibiting or Sponsoring AISTech please contact sales@aist.org Copyright , a2z, Inc. All rights reserved.","Metallurgy - Steelmaking & Casting, Metallurgy - Processing, Product & Applications, Electrical Applications, Computer Applications, Maintenance & Reliability",https://www.linkedin.com/company/mermec-inc/mycompany/,,,1308
Middough,http://www.middough.com,CLEVELAND,OH,United States,"Thank you for your interest in Middough Inc. Middough is a full service project solutions firm, providing traditional and specialized design, technical, project and construction management services. We are Cleveland''s number one headquartered engineering firm with over 65 years of experience in the metals industry. With our regional offices our coverage extends nationally. We have the experience, the people, and the responsiveness to our clients that help us maintain a consistent client following. Middough’s metals team combined has hundreds of years of metals experience and knowledge incorporating everything from primary raw materials input, to finish products processing. We help clients justify, select, integrate and install systems and modernize existing mills. The same clients have been with us since we opened our doors in 1950. Brands: Performance You Trust - Safe By Choice If you have questions about Exhibiting or Sponsoring AISTech please contact sales@aist.org Copyright , a2z, Inc. All rights reserved.","Safety & Health, Pipe & Tube, Metallurgy - Steelmaking & Casting, Metallurgy - Processing, Product & Applications, Project & Construction Management, Maintenance & Reliability",https://www.linkedin.com/company/mermec-inc/mycompany/,,,1644
Miller Plastic Products Inc.,http://www.millerplastics.com,BURGETTSTOWN,PA,United States,"Custom Plastic Fabricating and Machining  For the highest quality and longest lasting custom plastic products turn to Miller, we are approaching 5 decades as the industry leader in custom tanks, vessels, scrubbers, fume hoods, and filters for Primary Metal Manufacturing. Our plastic welds are the best in the industry, and back this up with a five year written warranty. We begin with your design and use the latest in CNC machining and welding technologies to accurately cut and fabricate 100% American made material into your equipment. Capabilities range from precision machined parts to large appliances and vessels.  Size of the product is limited only by the constraints of transportation.   If you have questions about Exhibiting or Sponsoring AISTech please contact sales@aist.org Copyright , a2z, Inc. All rights reserved.","Cold Sheet Rolling, Galvanizing, Hot Sheet Rolling, Long Products, Lubrication & Hydraulics, Maintenance & Reliability, Metallurgy - Processing, Product & Applications, Metallurgy - Steelmaking & Casting, Plate Rolling, Tinplate Mill Products",https://www.linkedin.com/company/mermec-inc/mycompany/,https://www.facebook.com/MillerPlastics/,,1029
MINTEQ International Inc.,http://www.mineralstech.com,Oakdale,PA,United States,"MINTEQ is an international producer of mineral-based monolithic refractories, alloy wires, calcium metal, refractory coatings, laser measurement devices and shapes. Moreover, we provide innovative application and measurement equipment and the most advanced technical support available. All backed by our total commitment to continuous product and service improvement and to building strategic working partnerships with iron and steelmakers worldwide. If you have questions about Exhibiting or Sponsoring AISTech please contact sales@aist.org Copyright , a2z, Inc. All rights reserved.","Cokemaking, Continuous Casting, Ironmaking, DRI, Electric Steelmaking, Oxygen Steelmaking, Specialy Alloy & Foundry, Ladle & Secondary Refining, Hot Sheet Rolling, Long Products, Metallurgy - Steelmaking & Casting, Project & Construction Management, Maintenance & Reliability, Refractory Systems",https://www.linkedin.com/company/mermec-inc/mycompany/,,,1303
Molyneux Industries,http://www.molyneuxindustries.com,CORAOPOLIS,PA,United States,"Rail Clip Designer/Manufacturer  Since 1956 the Molyneux name has been synonymous with quality crane rail system engineering.  Molyneux Industries, Inc. has been headquartered in Pittsburgh since 1976 and is the only American rail clip designer and manufacturer. Molyneux Industries, Inc. offers a full line of adjustable rail clips and is a leading designer and manufacturer of adjustable crane rail clips, crane rail pad, tie-back links, sole plates, and customized engineering solutions for crane runways. Molyneux Industries offers a complete line of crane runway products to include: rail clips, rail pad, tie-backs, crane rail, sole plates, anchor bolts, epoxy grout, cementitious grout, hydraulic bumpers, crane rail crossings & frogs, Through our contractor partners, we offer installation, flash butt welding, thermite welding, crane surveys, and alignment. Brands: RAIL CLIPS: MX Series, SD96R Series,  S94R Serie,s  S73R Series,  S95CR5 Series, CL Series, CLX Series, W Series, CD, BD, AD/Series, AX Series.  
Rail PAD: MR Series, IP Series
TIE-BACK LINKS: TBL Series, PFSL Series If you have questions about Exhibiting or Sponsoring AISTech please contact sales@aist.org Copyright , a2z, Inc. All rights reserved.","Maintenance & Reliability, Material Handling, Project & Construction Management",https://www.linkedin.com/company/molyneux-industries,,,2829
Monroe Environmental,http://www.mon-env.com,MONROE,MI,United States,"Water/Wastewater Treatment & Air Pollution Control Systems  Monroe Environmental is a premier provider of water/wastewater treatment and air pollution control systems and services to the steel manufacturing and metals processing industries. Monroe specializes in providing circular clarifiers and thickeners, API oil/water separators, metals removal systems, plate (lamella-type) clarifiers, venturi scrubbers, acid gas scrubbers, and mist/dust collectors for all types of steel manufacturing processes. Monroe Environmental provides initial evaluation, testing, engineering, fabrication, installation, and on-site support as well as retrofit and replacement services for existing systems. Monroe is ISO 9001 and ISO 14001 certified. Since 1970, clean water and clean air for your plant is our business. Call us today to review your requirements. Brands: X-Flo Mobile Clarifier If you have questions about Exhibiting or Sponsoring AISTech please contact sales@aist.org Copyright , a2z, Inc. All rights reserved.","Environmental, Maintenance & Reliability, Project & Construction Management",https://www.linkedin.com/company/monroe-environmental/,https://www.facebook.com/Monroe-Environmental-162192823810260/,,1535
Montrose Air Quality Services,http://montrose-env.com,IRVINE,CA,United States,"Welcome to the Montrose Air Quality Services AISTech Booth!  Montrose Air Quality Services (MAQS) is committed to being the nation’s premier and largest provider of air emission measurements services. MAQS has over 370 consultants, project managers, technicians and engineers located in more than 30 offices nationwide. Our national presence provides our clients with personalized service along with regional expertise. Whether it be ambient monitoring, fenceline programs, VOC leak detection and repair (LDAR) or complex source (stack) emission test programs, MAQS staff of experts are able to guide clients through all aspects of the testing program process. No matter the size or complexity, MAQS has a qualified professional for any testing program. Brands: Montrose Environmental Group has assembled the nation’s largest and most experienced environmental services company. Our member companies are recognizable brands and decorated professionals working to protect profits and the environment. If you have questions about Exhibiting or Sponsoring AISTech please contact sales@aist.org Copyright , a2z, Inc. All rights reserved.",Environmental,https://www.linkedin.com/company/montrose-environmental-group,,https://twitter.com/Montrose_Env,1503
Morgan Engineering Systems Inc.,http://www.morganengineering.com,ALLIANCE,OH,United States," Welcome to Morgan Engineering, where we challenge the possibilities of today by thinking differently. Since 1868, Morgan Engineering has created a legacy as a world leader in material handling systems. Through the design, production and service of large-scale industrial overhead and gantry-type cranes and mill equipment, such as transfer cars, ladles, scrap buckets and most large fabrications. At Morgan, we provide the innovative technology and engineering expertise to move your business forward. Brands: Morgan Engineering
Morgan Automation
Morgan Kinetic Structures
Morgan Heppenstall/Blaw-Knox
Morgan Site Services If you have questions about Exhibiting or Sponsoring AISTech please contact sales@aist.org Copyright , a2z, Inc. All rights reserved.","Computer Applications, Cranes, Electrical Applications, Maintenance & Reliability, Material Handling, Project & Construction Management",https://www.linkedin.com/company/1846677/,https://www.facebook.com/morganengineeringohio,https://twitter.com/Morgan_Engineer,2018
Motion,http://www.motionindustries.com,Birmingham,AL,United States," EXPECT MORE WITH MOTION. MORE CHOICES • Representing North America’s leading MRO brands • Access to over 7.5 million SKUs • Convenient and simple ways to order via mobile, desktop, toll-free calling, or one of our locations MORE EXPERTISE • More than 1,500 experienced account representatives • Over 200 field product specialists available to solve your toughest challenges • Unmatched technical and application support MORE SOLUTIONS • Local parts and supplies inventory for fast turnaround • Repair and fabrication technicians • Account representatives and hundreds of branches located throughout North America If you have questions about Exhibiting or Sponsoring AISTech please contact sales@aist.org Copyright , a2z, Inc. All rights reserved.","Computer Applications, Electrical Applications, Energy & Utilities, Hoses, Lubrication & Hydraulics, Maintenance & Reliability, Material Handling, Project & Construction Management, Safety & Health",https://www.linkedin.com/company/1846677/,,,1103
Motorola Solutions,http://motorolasolutions.com,CHICAGO,IL,United States,"At Motorola Solutions, we help people be their best in the moments that matter. Every day, enterprise workers rely on effortless and reliable communications to keep business thriving and teams safe. We not only build business critical software, services, video and analytics, backed by secure, resilient land mobile radio communications – we take communication further every day through our commitment to innovation. Our drive for continuous innovation and partnership with our customers keeps them connected, no matter their device, network, location – in the day-to-day moments, and in the moments that matter most. If you have questions about Exhibiting or Sponsoring AISTech please contact sales@aist.org Copyright , a2z, Inc. All rights reserved.","Maintenance & Reliability, Project & Construction Management, Safety & Health",https://www.linkedin.com/company/1846677/,,,2615
"NALCO Water, an Ecolab Company",https://www.ecolab.com/nalco-water,NAPERVILLE,IL,United States," Global leader in water management and water technologies, including chemicals and services to the steel industry. We partner with producers to drive high operational performance of their processes while producing steel at an optimized cost. With a Total Water Management approach utilizing chemical solutions, data analytics and engineering services, our goal is to enable mills to achieve highest levels of productivity and efficiency of their operations. Our Total Cost of Operations (TCO) value model enables mills to be competitive in the market place by lowering the cost per ton of steel produced. Brands: CAST CLEAN, SPRAYSURE, PARETO, 3D TRASAR, IRONGUARD, PURATE If you have questions about Exhibiting or Sponsoring AISTech please contact sales@aist.org Copyright , a2z, Inc. All rights reserved.","Cokemaking, Cold Sheet Rolling, Computer Applications, Continuous Casting, Electric Steelmaking, Electrical Applications, Energy & Utilities, Environmental, Hot Sheet Rolling, Ironmaking, Long Products, Lubrication & Hydraulics, Maintenance & Reliability, Material Handling, Metallurgy - Processing, Product & Applications, Metallurgy - Steelmaking & Casting, Oxygen Steelmaking, Pipe & Tube, Plate Rolling, Project & Construction Management, Specialy Alloy & Foundry",https://www.linkedin.com/company/1846677/,,,2434
National Scale Technology,http://www.msnst.com,Huntsville,AL,United States,"   If you have questions about Exhibiting or Sponsoring AISTech please contact sales@aist.org Copyright , a2z, Inc. All rights reserved.","Cokemaking, Ironmaking, Material Handling, DRI, Electric Steelmaking, Oxygen Steelmaking, Specialy Alloy & Foundry, Hot Sheet Rolling, Plate Rolling, Long Products, Pipe & Tube, Electrical Applications, Computer Applications, Project & Construction Management, Maintenance & Reliability, Cranes, Transportation & Logistics",https://www.linkedin.com/company/1846677/,,,1118
NCCM Global Roll Technology,http://www.nccmco.com,River Falls,WI,United States,"The next level nonwoven roll technology solutions  NCCM Co., LLC is the market leader offering high-value propositions for application-specific solutions in the primary metals, automotive, OEM, and industrial markets. We offer the ORIGINAL yellow roll made with exclusive and proven 3M materials and proprietary technology. In addition, we custom-engineer and technically develop a diverse line of high-performance nonwoven rolls and products suited for a variety of applications. Other products include wipes and bars, brushes, pressure rolls, bearing blocks, and custom roll boxes. Also, NCCM offers custom fabricating to meet your specific needs and requirements while delivering superior value and performance. Brands: NCCM Global, NCCM Company, LLC, NCCM Thomas Rolls, Thomas Rolls, Thomas Industrial Rolls, NCCM Roll Technology, S.L., NCCM Roll Technology (Shanghai) Co. Ltd., 3M If you have questions about Exhibiting or Sponsoring AISTech please contact sales@aist.org Copyright , a2z, Inc. All rights reserved.","Cold Sheet Rolling, Continuous Casting, Environmental, Galvanizing, Hot Sheet Rolling, Lubrication & Hydraulics, Maintenance & Reliability, Material Handling, Metallurgy - Processing, Product & Applications, Metallurgy - Steelmaking & Casting, Pipe & Tube, Plate Rolling, Rolls, Tube Mills",https://www.linkedin.com/company/nccm-global,https://www.facebook.com/NCCMCo,,2140
Nederman MikroPul,https://www.nedermanmikropul.com,Charlotte,NC,United States,"Knowledge Leader in Dust Control and Recovery Solutions Nederman MikroPul offers complete air-quality system design and implementation capabilities, including process analysis, equipment supply, installation, start-up and testing. The company invented the pulse-jet dust collector in 1956, and has a proven line of products, including cyclones, cartridge collectors, reverse air collectors, shaker collectors, wet and dry scrubbers, wet electrostatic precipitators and gas coolers. As a leader in dust control and product recovery systems, Nederman MikroPul has operations in more than 30 countries. With its American headquarters in Charlotte, N.C., the Nederman MikroPul Large Systems Division in Pittsburgh, Pa., was established specifically to serve the steel, foundry and non-ferrous industries. If you have questions about Exhibiting or Sponsoring AISTech please contact sales@aist.org Copyright , a2z, Inc. All rights reserved.","Environmental, Maintenance & Reliability, Project & Construction Management",https://www.linkedin.com/company/mikropul,https://www.facebook.com/nedermanmikropul,https://twitter.com/NedMikroPul,920
New York Blower Company,http://www.nyb.com,Willowbrook,IL,United States,"Design, engineer and manufacturer of industrial fans. The New York Blower Company designs, engineers, and manufactures a broad range of fans, from standard to custom engineered centrifugal and axial fans. Featured products are high-temperature fans that can handle applications up to 1,800°F built with alloy construction materials. nyb fans can deliver the highest aerodynamic efficiencies compatible with specific system requirements. By using our AMCA accredited laboratory and six air-flow test chambers, we are able to meet your air movement needs. nyb also has extensive experience repairing, rebuilding and modifying existing fan equipment from any manufacturer. In addition, replacement parts and components can be purchased online for all nyb fans. Please refer to our product and services guide for more details by visiting: http://www.nyb.com/pdf/Custom_Products_and_Services_Guide.pdf Our public webinar series will focus on helping attendees understand industrial fan basics. We will cover a variety of topics, ranging from introductory, intermediary and advanced levels based off attendee feedback. Each webinar is worth one PDH (professional development hour). An expert panel will be conducting a Q&A session at the conclusion of each webinar. If you have suggestions for future webinar topics, please contact us or your local representative. Upcoming Webinars: March 24, 2021 3:00 PM (CST) Presented by Mark Bublitz, Executive Vice President - Engineering Register Here  April 21, 2021 3:00 PM (CST) Presented by Mike Humann, Manager - Products & Applications Register Here  May 5, 2021  3:00 PM (CST) Presented by Mike Schlemmer, HI Sales Manager - Aftermarket Register Here  Scheduling details to come! Presented by Panel of Engineers Registration opening soon! The New York Blower Company is proud to announce the release of the BC-2200. Utilizing a high efficiency, backward inclined wheel, this fan is capable of air flows to 60,000 CFM and pressures beyond 65” SP. Custom sizes and special construction features are available to meet unique customer and application requirements.    Strategically positioned between the Type HPPB (High Pressure Pressure Blower) and the Backward Curved Pressure Blower (BCPB), the BC-2200 strengthens nyb’s already strong product offering of high pressure backward inclined products that include the Class IV, BC-20/40, AF-30/40/50, High Pressure Backward Curve (HPBC), Backward Curved Pressure Blower (BCPB) and now the BC-2200 fan lines. In addition, nyb offers a line of high pressure radial products including the Series 20/30/45, High Pressure Pressure Blower (HPPB), Pressure Blower (PB) and Surge Limiting Pressure Blower (SLPB) as well as the RTS and Series 60 radial tip fan lines.  The following are the specifications for the BC-2200 fan line: BC (Backward Curved Wheel Design) Applications: this fan is capable of both clean air and light particulate-laden/moist air gastreams including: Documentation links are as follows: DESIGN FEATURES: AVAILABLE MATERIALS OF CONSTRUCTION: FAN-TO-SIZE ONLINE: APPLICATIONS: design FeatURES: AVAILABLE MATERIALS OF CONSTRUCTION: FAN-TO-SIZE ONLINE: APPLICATIONS: DESIGN FEATURES: AVAILABLE MATERIALS OF CONSTRUCTION: FAN-TO-SIZE ONLINE: APPLICATIONS: design Features: AVAILABLE MATERIALS OF CONSTRUCTION: FAN-TO-SIZE ONLINE: APPLICATIONS: If you have questions about Exhibiting or Sponsoring AISTech please contact sales@aist.org Copyright , a2z, Inc. All rights reserved.","Maintenance & Reliability, Material Handling, Project & Construction Management",https://www.linkedin.com/company/new-york-blower-company/mycompany/?viewAsMember=true,https://www.facebook.com/newyorkblowercompany,https://twitter.com/NewYorkBlower,1613
NEXTSENSE Inc.,http://www.nextsense-worldwide.com,Atlanta,GA,United States," NEXTSENSE offers optical systems for profile measurement and surface inspection tasks in the automotive, railway, steel and aerospace industry. All solutions are based on non-contact measurement technology to captures unbiased data removing all outside variables. The systems, called CALIPRI and OSIRIS, are used for gap measurement of automotive car bodies, wear measurement of railway wheelsets and analyzing the surface of rolled steel. The customer list ranges from international automotive manufactures (Volkswagen, Toyota, General Motors), well-known railway companies (Deutsche Bahn, SNCF, China Railway), major steel producers (ArcelorMittal, voestalpine, Pangang) to leading technology companies (Miele, Spirit AeroSystems, Siemens).  See the patented CALIPRI principle live at our booth! Brands: CALIPRI, OSIRIS If you have questions about Exhibiting or Sponsoring AISTech please contact sales@aist.org Copyright , a2z, Inc. All rights reserved.","Metallurgy - Steelmaking & Casting, Metallurgy - Processing, Product & Applications",https://www.linkedin.com/company/new-york-blower-company/mycompany/?viewAsMember=true,,,1146
Nordinkraft,http://www.nordinkraft.com,Noblesville,IN,United States," Nordinkraft NDT-Group is an alliance of companies with over 30 years of theoretical and practical experience in the design, development and production of innovative, solutions based, fully automated and in-line nondestructive testing systems and equipment for industrial automatic inspection of: • Plates, strips and ingots  • Welded and Seamless Pipes  • Bars, Billets and Rails  • Components for Automotive and Airspace Industries NORDINKRAFT Sales Department - YouTube Nordinkraft is a vertically integrated organization who works with our clients from initial concepts to innovative solutions, initiating developments, production of ultrasonic testing equipment, and performing worldwide sales and service through our Partners, including The Equipcon Group, a Specialist NDT Systems provider, based in the Americas. Brands: EMATEST-PL
NORDISCAN-PL
EDDYSPOT
NORDISCAN-PI
NORDISCAN-BB
NORDISCAN-RAIL
ALUTEST-BB
ALUTEST-PL
SONAFLEX
NKD-019 “ULTRASONIC”
PORTABLE EMAT THICKNESS GAUGE
GEOMETRIX-PL
NKE-PCS-5000 If you have questions about Exhibiting or Sponsoring AISTech please contact sales@aist.org Copyright , a2z, Inc. All rights reserved.","Cold Sheet Rolling, Continuous Casting, Electric Steelmaking, Galvanizing, Hot Sheet Rolling, Ironmaking, Long Products, Maintenance & Reliability, Material Handling, Metallurgy - Processing, Product & Applications, Metallurgy - Steelmaking & Casting, Oxygen Steelmaking, Pipe & Tube, Plate Rolling, Specialy Alloy & Foundry, Tinplate Mill Products, Transportation & Logistics, Tube Mills",https://www.linkedin.com/company/new-york-blower-company/mycompany/?viewAsMember=true,,,2612
Nord-Lock Group,https://www.nord-lock.com/en-us/,Clinton,PA,United States,"Your Partner in Secured Bolted Solutions  Nord-Lock Group products can be found throughout steelworks bolting applications as well as tensioning solutions for forging presses. Our washers, with wedge-locking technology, can be applied quickly and easily, and they stay secure. Loosening of bolted joints, whether due to heavy vibrations, extreme temperatures, or exposure to corrosives, can lead to unplanned maintenance & repairs, and costly production delays.  Superbolt mulit-jackbolt tensioners (MJT) can tighten any diameter column or tie rod with simple tools.  Benefits of our solutions include improved safety, increased productivity, reduced maintenance and longer lifecycles. Nord-Lock is the first bolt securing partner to offer a full life-cycle warranty across all technologies. Brands: Superbolt tensioners, Nord-Lock wedge-locking washers, Expander System If you have questions about Exhibiting or Sponsoring AISTech please contact sales@aist.org Copyright , a2z, Inc. All rights reserved.",Maintenance & Reliability,https://www.linkedin.com/company/nordlockgroup/,https://www.facebook.com/nordlockgroupUS/,https://twitter.com/NordLockGroup,2315
"Ohio Magnetics, Inc.",http://www.ohiomagnetics.com,Maple Heights,OH,United States,"Industry leader in magnetic lifting & separation systems  For over one hundred years, Ohio Magnetics has designed and manufactured quality magnetic lifting systems  and magnetic separation equipment, becoming a world leader recognized for industry excellence.  All Ohio Magnetics products are manufactured in the United States and sold both domestically and globally.  With a wealth of practical experience and manufacturing expertise, Ohio Magnetics works closely with  customers to meet their unique needs, and develop innovative solutions that improve magnetic system  productivity. Ohio Magnetics provides the most comprehensive technical services in the industry, from an optimum magnet  design for your application to proper use and handling for peak performance & longevity and if needed, on-site  visits to evaluate your needs and help with system deployment.  Brands: Stearns, SUPER LOADSTAR , LOADSTAR, POW-R-LITE, VERS-A-LITE,  AWL/CWL, Ohio Hydra-Mag Package If you have questions about Exhibiting or Sponsoring AISTech please contact sales@aist.org Copyright , a2z, Inc. All rights reserved.","Cokemaking, Ironmaking, Material Handling, DRI, Electric Steelmaking, Oxygen Steelmaking, Electrical Applications, Computer Applications, Project & Construction Management, Maintenance & Reliability, Cranes, Transportation & Logistics",https://www.linkedin.com/company/nordlockgroup/,,,1315
"Oil Skimmers, Inc.",http://www.oilskim.com,Cleveland,OH,United States," Oil Skimmers, Inc. has been providing efficient, effective and cost-saving oil removal solutions to business and industry for over 50 years. We are the leading manufacturer of oil skimmers, oil removal systems, and oil water separators specializing in separating and recovering all types of floating waste oils, greases and fats from water. Our turnkey and custom engineered solutions can be found in over 35,000 of the most diverse and demanding applications in 119 countries. Our systems reliably separate and remove waste oil day after day, year after year, with virtually no supervision or maintenance, saving you time and money. No matter what your application, Oil Skimmers, Inc. has a system that will manage your waste oil recovery efforts. Brands: Brill® Tube Type Oil Skimmers (Model 1H, Model 5H, Model 6V, Model 7V), ORTS® Oil Removal and Transfer System, ESS™ Enclosed Skimming System, SAS™ Oil Water Separators, 3F Series Floating Weir Skimmers, CoolSkim™ Tramp Oil Separator If you have questions about Exhibiting or Sponsoring AISTech please contact sales@aist.org Copyright , a2z, Inc. All rights reserved.","Environmental, Project & Construction Management, Maintenance & Reliability",https://www.linkedin.com/company/nordlockgroup/,,,1553
OnPoint,http://www.onpointsolutions.com,WICHITA,KS,United States,"DIGITAL SOLUTIONS FOR YOUR INDUSTRY. Portfolio of digital solutions that enable more efficient, optimized performance. Brands: Cortex
ZOLO If you have questions about Exhibiting or Sponsoring AISTech please contact sales@aist.org Copyright , a2z, Inc. All rights reserved.",,https://www.linkedin.com/company/nordlockgroup/,,,1122
"Optris Infrared Sensing, LLC",http://www.optris.com/,PORTSMOUTH,NH,United States,"High Quality IR Sensors and IR cameras for metal temp. meas.  Optris is a leader in non-contact temperature measurement of steel and iron products and processes.  Optris engineers and manufactures both single spot pyrometers and infrared imaging cameras for use in rugged process control environments.  If your contact temperature probes are failing or not providing accurate temperature information, we can recommend the right remote sensor from any one of hundreds of sensors each optimized for a specific temperature measurement scenario. Our cameras and single spot sensors can measure from below zero to 3,270°F and can be equipped with air purging and high temperature enclosures that will outfit them for 24/7 operation in temperature environments of 600° F. All products come with free software to support data collection and alarming.  Our products can produce a simple 4 to 20 m/A output or store thousanands of infrared images with thousands of pixels of temperature measurement data. Brands: Optris Infrared Thermometers
Optris Video Thermometers
Optris Infrared Cameras
Optris Portable Thermometers
Compact Connect Software
PIX Connect Software If you have questions about Exhibiting or Sponsoring AISTech please contact sales@aist.org Copyright , a2z, Inc. All rights reserved.","Ironmaking, Specialy Alloy & Foundry, Metallurgy - Steelmaking & Casting, Metallurgy - Processing, Product & Applications, Electrical Applications, Computer Applications, Project & Construction Management, Maintenance & Reliability",https://www.linkedin.com/company/nordlockgroup/,,,2844
Orbital Engineering Inc.,http://www.orbitalengr.com,PITTSBURGH,PA,United States," Orbital’s purpose is to work with our business partners to create, improve and sustain industry and infrastructure projects. Momentive will benefit from our client-centered organization committed to establishing long-term business partners and providing innovative solutions. Acknowledging that a superior deliverable is always the expected outcome, our staff is trained to create a client’s experience focused on effective communication, a customized project delivery approach, and complete transparency. While our subject matter technical expertise and geographical footprint are comparable to much larger organizations, Orbital maintains the flexibility and ability to provide personal attention that a customer may experience when working with smaller firms.  If you have questions about Exhibiting or Sponsoring AISTech please contact sales@aist.org Copyright , a2z, Inc. All rights reserved.","Cokemaking, Cold Sheet Rolling, Computer Applications, Cranes, Electric Steelmaking, Electrical Applications, Energy & Utilities, Environmental, Galvanizing, Hot Sheet Rolling, Ironmaking, Maintenance & Reliability, Material Handling, Metallurgy - Processing, Product & Applications, Metallurgy - Steelmaking & Casting, Oxygen Steelmaking, Pipe & Tube, Plate Rolling, Project & Construction Management, Rolls, Safety & Health, Specialy Alloy & Foundry, Tinplate Mill Products, Transformers, Transportation & Logistics",https://www.linkedin.com/company/nordlockgroup/,,,1523
